,Media,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago
127,CBS,Fri Mar 02 20:30:01 +0000 2018,"Join @maria_bello, @aishatyler and @TeaLeoni in celebrating the accomplishments of women who have contributed to th… https://t.co/MefESBeFL3",0.7096,0.282,0.0,0.718,73
128,CBS,Fri Mar 02 18:45:00 +0000 2018,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",0.4939,0.151,0.0,0.849,72
129,CBS,Thu Mar 01 18:59:01 +0000 2018,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,-0.6981,0.0,0.21,0.79,71
130,CBS,Thu Mar 01 18:12:57 +0000 2018,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",0.4547,0.159,0.092,0.749,70
131,CBS,Thu Mar 01 18:11:50 +0000 2018,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,0.8591,0.538,0.0,0.462,69
132,CBS,Thu Mar 01 18:10:50 +0000 2018,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,0.4885,0.234,0.151,0.615,68
133,CBS,Thu Mar 01 14:36:21 +0000 2018,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",0.5994,0.178,0.0,0.822,67
134,CBS,Thu Mar 01 14:29:20 +0000 2018,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",0.7717,0.325,0.0,0.675,66
135,CBS,Thu Mar 01 14:15:29 +0000 2018,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",0.6908,0.275,0.0,0.725,65
136,CBS,Thu Mar 01 13:50:11 +0000 2018,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",0.0,0.0,0.0,1.0,64
137,CBS,Thu Mar 01 01:04:52 +0000 2018,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,0.0,0.0,0.0,1.0,63
138,CBS,Wed Feb 28 19:56:58 +0000 2018,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",0.0,0.0,0.0,1.0,62
139,CBS,Wed Feb 28 19:08:30 +0000 2018,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",0.4404,0.116,0.0,0.884,61
140,CBS,Tue Feb 27 03:23:47 +0000 2018,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,0.5562,0.152,0.0,0.848,60
141,CBS,Mon Feb 26 22:50:32 +0000 2018,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",0.0,0.0,0.0,1.0,59
142,CBS,Mon Feb 26 21:08:30 +0000 2018,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",0.0,0.0,0.0,1.0,58
143,CBS,Mon Feb 26 19:53:41 +0000 2018,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",0.4482,0.105,0.0,0.895,57
144,CBS,Mon Feb 26 18:32:36 +0000 2018,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,0.784,0.266,0.0,0.734,56
145,CBS,Mon Feb 26 18:20:16 +0000 2018,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,0.9359,0.429,0.0,0.571,55
146,CBS,Mon Feb 26 16:53:56 +0000 2018,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",-0.5423,0.0,0.184,0.816,54
147,CBS,Mon Feb 26 16:52:01 +0000 2018,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",0.0,0.0,0.0,1.0,53
148,CBS,Mon Feb 26 16:17:55 +0000 2018,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",0.0,0.0,0.0,1.0,52
149,CBS,Mon Feb 26 01:12:32 +0000 2018,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",0.7644,0.231,0.0,0.769,51
150,CBS,Sun Feb 25 21:51:32 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,0.0,0.0,0.0,1.0,50
151,CBS,Sun Feb 25 21:51:22 +0000 2018,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",0.0,0.0,0.0,1.0,49
152,CBS,Fri Feb 23 18:15:40 +0000 2018,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,0.5093,0.155,0.0,0.845,48
153,CBS,Thu Feb 22 19:26:52 +0000 2018,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",0.0,0.0,0.0,1.0,47
154,CBS,Wed Feb 21 19:20:04 +0000 2018,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,0.0,0.0,0.0,1.0,46
155,CBS,Wed Feb 21 18:19:25 +0000 2018,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",0.6808,0.248,0.0,0.752,45
156,CBS,Tue Feb 20 19:55:19 +0000 2018,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",0.4404,0.116,0.0,0.884,44
157,CBS,Tue Feb 20 17:58:18 +0000 2018,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",-0.4019,0.0,0.119,0.881,43
158,CBS,Tue Feb 20 17:39:51 +0000 2018,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,0.3612,0.128,0.0,0.872,42
159,CBS,Sat Feb 17 01:07:20 +0000 2018,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",0.6124,0.227,0.0,0.773,41
160,CBS,Fri Feb 16 18:42:43 +0000 2018,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",0.3182,0.108,0.0,0.892,40
161,CBS,Fri Feb 16 17:48:20 +0000 2018,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",0.68,0.248,0.0,0.752,39
162,CBS,Wed Feb 14 19:23:27 +0000 2018,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,0.8619,0.466,0.0,0.534,38
163,CBS,Tue Feb 13 20:03:56 +0000 2018,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",0.0,0.0,0.0,1.0,37
164,CBS,Tue Feb 13 18:54:52 +0000 2018,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",0.7506,0.252,0.0,0.748,36
165,CBS,Mon Feb 12 18:49:45 +0000 2018,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,0.0,0.0,0.0,1.0,35
166,CBS,Mon Feb 12 01:32:33 +0000 2018,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,0.0,0.0,0.0,1.0,34
167,CBS,Fri Feb 09 00:50:01 +0000 2018,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,0.8478,0.304,0.0,0.696,33
168,CBS,Thu Feb 08 16:09:35 +0000 2018,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,-0.5859,0.0,0.186,0.814,32
169,CBS,Wed Feb 07 18:35:19 +0000 2018,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",0.0516,0.066,0.0,0.934,31
170,CBS,Wed Feb 07 16:17:48 +0000 2018,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",0.5574,0.312,0.152,0.536,30
171,CBS,Tue Feb 06 22:21:39 +0000 2018,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",0.0,0.0,0.0,1.0,29
172,CBS,Tue Feb 06 17:05:49 +0000 2018,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",0.0772,0.121,0.106,0.773,28
173,CBS,Sun Feb 04 15:35:36 +0000 2018,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",0.0,0.0,0.0,1.0,27
174,CBS,Sun Feb 04 12:00:01 +0000 2018,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",0.1531,0.118,0.0,0.882,26
175,CBS,Sat Feb 03 23:11:43 +0000 2018,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,0.0,0.0,0.0,1.0,25
176,CBS,Sat Feb 03 12:00:07 +0000 2018,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",0.8268,0.338,0.0,0.662,24
177,CBS,Fri Feb 02 22:36:13 +0000 2018,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,-0.0772,0.0,0.075,0.925,23
178,CBS,Fri Feb 02 20:07:40 +0000 2018,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",0.4019,0.144,0.0,0.856,22
179,CBS,Fri Feb 02 19:03:33 +0000 2018,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,0.4003,0.124,0.0,0.876,21
180,CBS,Fri Feb 02 17:23:18 +0000 2018,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,0.6114,0.166,0.0,0.834,20
181,CBS,Thu Feb 01 22:04:41 +0000 2018,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,0.0,0.0,0.0,1.0,19
182,CBS,Thu Feb 01 20:09:49 +0000 2018,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",0.0,0.0,0.0,1.0,18
183,CBS,Wed Jan 31 21:42:15 +0000 2018,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",0.1139,0.088,0.0,0.912,17
184,CBS,Wed Jan 31 17:05:47 +0000 2018,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,0.1007,0.135,0.115,0.75,16
185,CBS,Wed Jan 31 16:37:17 +0000 2018,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",0.4588,0.188,0.0,0.812,15
186,CBS,Wed Jan 31 06:55:30 +0000 2018,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,0.1779,0.126,0.095,0.779,14
187,CBS,Wed Jan 31 02:15:16 +0000 2018,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",-0.2263,0.179,0.252,0.569,13
188,CBS,Wed Jan 31 01:58:40 +0000 2018,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",-0.4767,0.0,0.256,0.744,12
189,CBS,Wed Jan 31 01:52:46 +0000 2018,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",0.4939,0.256,0.119,0.625,11
190,CBS,Wed Jan 31 01:49:43 +0000 2018,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",0.5093,0.19,0.0,0.81,10
191,CBS,Wed Jan 31 01:31:27 +0000 2018,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,0.8261,0.434,0.0,0.566,9
192,CBS,Wed Jan 31 01:29:10 +0000 2018,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,0.8309,0.414,0.0,0.586,8
193,CBS,Wed Jan 31 01:24:16 +0000 2018,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,0.6588,0.386,0.0,0.614,7
194,CBS,Wed Jan 31 01:18:37 +0000 2018,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,-0.5106,0.0,0.398,0.602,6
195,CBS,Wed Jan 31 01:17:37 +0000 2018,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,0.0,0.0,0.0,1.0,5
196,CBS,Wed Jan 31 01:16:15 +0000 2018,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,0.7525,0.349,0.0,0.651,4
197,CBS,Wed Jan 31 01:08:01 +0000 2018,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,0.0,0.0,0.0,1.0,3
198,CBS,Wed Jan 31 01:04:34 +0000 2018,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,0.8516,0.58,0.0,0.42,2
199,CBS,Wed Jan 31 01:00:35 +0000 2018,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,0.8442,0.351,0.0,0.649,1
200,CNN,Wed Mar 07 21:01:07 +0000 2018,Carl Icahn denies he knew about President Trump's proposed tariffs before selling Manitowoc stock… https://t.co/hMGWElFrgg,-0.4215,0.0,0.167,0.833,100
201,CNN,Wed Mar 07 20:51:07 +0000 2018,British music magazine New Musical Express is ending its print edition after 66 years https://t.co/3cDxlpepxW https://t.co/g2pdjxBVT1,0.0,0.0,0.0,1.0,99
202,CNN,Wed Mar 07 20:41:20 +0000 2018,"""We expect that the President will sign something by the end of the week,"" says White House press secretary Sarah S… https://t.co/5v0uLbEil5",0.0,0.0,0.0,1.0,98
203,CNN,Wed Mar 07 20:29:18 +0000 2018,"WH press secretary Sarah Sanders said that as far as she knows, President Trump wasn't aware of a payment made by h… https://t.co/0hy11PJvrK",0.0,0.0,0.0,1.0,97
204,CNN,Wed Mar 07 20:17:08 +0000 2018,Amazon could wind up with more than 70 million banking customers over the next five years if it started to offer ch… https://t.co/qpoXZZYSul,0.1779,0.072,0.0,0.928,96
205,CNN,Wed Mar 07 20:10:39 +0000 2018,Russian President Vladimir Putin in a recent interview separated a conciliatory attitude toward President Trump fro… https://t.co/gtwgpyCpHz,0.0,0.0,0.0,1.0,95
206,CNN,Wed Mar 07 20:07:34 +0000 2018,RT @CNNPolitics: Sanders: Veterans Affairs Secretary David Shulkin “has done a great job” on a number of the things and “we’re proud of the…,0.8176,0.309,0.0,0.691,94
207,CNN,Wed Mar 07 20:02:07 +0000 2018,"The US FDA gave its approval to a 23andMe test that screens for a few breast and ovarian cancer genes, but that app… https://t.co/1CxE97nx2g",-0.1655,0.083,0.109,0.808,93
208,CNN,Wed Mar 07 19:59:31 +0000 2018,"RT @CNNPolitics: CNN's Jeff Zeleny: Was President Trump aware of the payment made to Stormy Daniels?

Sanders: ""The President has addressed…",0.0,0.0,0.0,1.0,92
209,CNN,Wed Mar 07 19:58:37 +0000 2018,Jaguar reveals its first electric SUV https://t.co/d9zbBNs5sn https://t.co/f5Oj3Rbx9O,0.0,0.0,0.0,1.0,91
210,CNN,Wed Mar 07 19:56:03 +0000 2018,"RT @CNNPolitics: White House press secretary Sarah Sanders on staff turnover at the White House: ""It's not abnormal that you would have peo…",0.0,0.0,0.0,1.0,90
211,CNN,Wed Mar 07 19:50:04 +0000 2018,"Inspired by a TED Talk, this 16 year-old boy started a pilot program that hires homeless people to help clean up Sa… https://t.co/VqFLfMYSc9",0.8225,0.323,0.0,0.677,89
212,CNN,Wed Mar 07 19:47:41 +0000 2018,"The White House is holding a press briefing. Watch CNN: https://t.co/UYpqI3w42L

Watch on Facebook:… https://t.co/FmrnhiDRuu",0.0,0.0,0.0,1.0,88
213,CNN,Wed Mar 07 19:40:08 +0000 2018,"The creator of Pepe the Frog, the once-innocent cartoon that was appropriated as a mascot of the alt-right, is suin… https://t.co/DYmjDxHd7H",0.0,0.0,0.0,1.0,87
214,CNN,Wed Mar 07 19:30:30 +0000 2018,"""Mueller is closing in"": California Gov. Jerry Brown taunts Attorney General Jeff Sessions and President Trump afte… https://t.co/xbgYruQvAv",0.0,0.0,0.0,1.0,86
215,CNN,Wed Mar 07 19:20:17 +0000 2018,Jack Daniel's could be an 'unfortunate and unintended victim' of Trump tariffs https://t.co/9HmsYSslpb https://t.co/Kb7jsKBtTg,-0.6249,0.0,0.298,0.702,85
216,CNN,Wed Mar 07 19:10:53 +0000 2018,"After dedicating his season to Parkland victim Joaquin Oliver, NBA star @DwyaneWade visited Marjory Stoneman Dougla… https://t.co/H7fukyxKrL",-0.2732,0.0,0.116,0.884,84
217,CNN,Wed Mar 07 19:00:23 +0000 2018,A senior official at the Department of Health and Human Services returned to work this week after being placed on a… https://t.co/bai7A2a4TI,0.0,0.0,0.0,1.0,83
218,CNN,Wed Mar 07 18:52:26 +0000 2018,"RT @CNNnewsroom: Former US Ambassador to China Max Baucus says Jared Kushner ""will not be taken seriously"" on foreign trips without top sec…",-0.0191,0.063,0.066,0.871,82
219,CNN,Wed Mar 07 18:50:08 +0000 2018,"Trump vs. California, again and again and again | Analysis by @zbyronwolf https://t.co/b5kJRWzsYK https://t.co/YVbcMrIG5l",0.0,0.0,0.0,1.0,81
220,CNN,Wed Mar 07 21:01:07 +0000 2018,Carl Icahn denies he knew about President Trump's proposed tariffs before selling Manitowoc stock… https://t.co/hMGWElFrgg,-0.4215,0.0,0.167,0.833,80
221,CNN,Wed Mar 07 20:51:07 +0000 2018,British music magazine New Musical Express is ending its print edition after 66 years https://t.co/3cDxlpepxW https://t.co/g2pdjxBVT1,0.0,0.0,0.0,1.0,79
222,CNN,Wed Mar 07 20:41:20 +0000 2018,"""We expect that the President will sign something by the end of the week,"" says White House press secretary Sarah S… https://t.co/5v0uLbEil5",0.0,0.0,0.0,1.0,78
223,CNN,Wed Mar 07 20:29:18 +0000 2018,"WH press secretary Sarah Sanders said that as far as she knows, President Trump wasn't aware of a payment made by h… https://t.co/0hy11PJvrK",0.0,0.0,0.0,1.0,77
224,CNN,Wed Mar 07 20:17:08 +0000 2018,Amazon could wind up with more than 70 million banking customers over the next five years if it started to offer ch… https://t.co/qpoXZZYSul,0.1779,0.072,0.0,0.928,76
225,CNN,Wed Mar 07 20:10:39 +0000 2018,Russian President Vladimir Putin in a recent interview separated a conciliatory attitude toward President Trump fro… https://t.co/gtwgpyCpHz,0.0,0.0,0.0,1.0,75
226,CNN,Wed Mar 07 20:07:34 +0000 2018,RT @CNNPolitics: Sanders: Veterans Affairs Secretary David Shulkin “has done a great job” on a number of the things and “we’re proud of the…,0.8176,0.309,0.0,0.691,74
227,CNN,Wed Mar 07 20:02:07 +0000 2018,"The US FDA gave its approval to a 23andMe test that screens for a few breast and ovarian cancer genes, but that app… https://t.co/1CxE97nx2g",-0.1655,0.083,0.109,0.808,73
228,CNN,Wed Mar 07 19:59:31 +0000 2018,"RT @CNNPolitics: CNN's Jeff Zeleny: Was President Trump aware of the payment made to Stormy Daniels?

Sanders: ""The President has addressed…",0.0,0.0,0.0,1.0,72
229,CNN,Wed Mar 07 19:58:37 +0000 2018,Jaguar reveals its first electric SUV https://t.co/d9zbBNs5sn https://t.co/f5Oj3Rbx9O,0.0,0.0,0.0,1.0,71
230,CNN,Wed Mar 07 19:56:03 +0000 2018,"RT @CNNPolitics: White House press secretary Sarah Sanders on staff turnover at the White House: ""It's not abnormal that you would have peo…",0.0,0.0,0.0,1.0,70
231,CNN,Wed Mar 07 19:50:04 +0000 2018,"Inspired by a TED Talk, this 16 year-old boy started a pilot program that hires homeless people to help clean up Sa… https://t.co/VqFLfMYSc9",0.8225,0.323,0.0,0.677,69
232,CNN,Wed Mar 07 19:47:41 +0000 2018,"The White House is holding a press briefing. Watch CNN: https://t.co/UYpqI3w42L

Watch on Facebook:… https://t.co/FmrnhiDRuu",0.0,0.0,0.0,1.0,68
233,CNN,Wed Mar 07 19:40:08 +0000 2018,"The creator of Pepe the Frog, the once-innocent cartoon that was appropriated as a mascot of the alt-right, is suin… https://t.co/DYmjDxHd7H",0.0,0.0,0.0,1.0,67
234,CNN,Wed Mar 07 19:30:30 +0000 2018,"""Mueller is closing in"": California Gov. Jerry Brown taunts Attorney General Jeff Sessions and President Trump afte… https://t.co/xbgYruQvAv",0.0,0.0,0.0,1.0,66
235,CNN,Wed Mar 07 19:20:17 +0000 2018,Jack Daniel's could be an 'unfortunate and unintended victim' of Trump tariffs https://t.co/9HmsYSslpb https://t.co/Kb7jsKBtTg,-0.6249,0.0,0.298,0.702,65
236,CNN,Wed Mar 07 19:10:53 +0000 2018,"After dedicating his season to Parkland victim Joaquin Oliver, NBA star @DwyaneWade visited Marjory Stoneman Dougla… https://t.co/H7fukyxKrL",-0.2732,0.0,0.116,0.884,64
237,CNN,Wed Mar 07 19:00:23 +0000 2018,A senior official at the Department of Health and Human Services returned to work this week after being placed on a… https://t.co/bai7A2a4TI,0.0,0.0,0.0,1.0,63
238,CNN,Wed Mar 07 18:52:26 +0000 2018,"RT @CNNnewsroom: Former US Ambassador to China Max Baucus says Jared Kushner ""will not be taken seriously"" on foreign trips without top sec…",-0.0191,0.063,0.066,0.871,62
239,CNN,Wed Mar 07 18:50:08 +0000 2018,"Trump vs. California, again and again and again | Analysis by @zbyronwolf https://t.co/b5kJRWzsYK https://t.co/YVbcMrIG5l",0.0,0.0,0.0,1.0,61
240,CNN,Wed Mar 07 18:40:14 +0000 2018,"Amazon is offering Medicaid recipients a Prime Membership for $5.99 a month, a 54% discount from the normal rate… https://t.co/ETTiAXQMHF",0.1779,0.096,0.0,0.904,60
241,CNN,Wed Mar 07 18:30:04 +0000 2018,"66% of Millennials have nothing saved for retirement, a new report shows. Of those who do save, most have less than… https://t.co/sJ90rOqodE",0.2187,0.13,0.095,0.774,59
242,CNN,Wed Mar 07 18:20:41 +0000 2018,Chris Cuomo asks Sen. Ted Cruz why he’s criticizing his Democratic challenger Beto O’Rourke for going by the childh… https://t.co/SY0Wjd9AlG,-0.25,0.068,0.114,0.818,58
243,CNN,Wed Mar 07 18:10:08 +0000 2018,Donald Trump's alias and 7 other 'wow' moments from the Stormy Daniels lawsuit | Analysis by @CillizzaCNN… https://t.co/nyBqnBtfLi,-0.2263,0.0,0.112,0.888,57
244,CNN,Wed Mar 07 18:00:05 +0000 2018,Oprah Winfrey has sold about a quarter of her shares in Weight Watchers https://t.co/iLVC9CcEle https://t.co/Utg5FrrPuf,0.296,0.145,0.0,0.855,56
245,CNN,Wed Mar 07 17:48:53 +0000 2018,"JUST IN: Former Russian spy Sergei Skripal and his daughter Yulia were poisoned intentionally with a nerve agent, U… https://t.co/eCd5DCR9Eb",-0.4939,0.0,0.151,0.849,55
246,CNN,Wed Mar 07 17:42:14 +0000 2018,Massive billboards in New York's Times Square honor victims of the Florida high school shooting… https://t.co/owKxfwfrXQ,0.2263,0.164,0.118,0.718,54
247,CNN,Wed Mar 07 17:34:33 +0000 2018,Why Wall Street loved Gary Cohn inside the White House https://t.co/5I8DncHX2b https://t.co/EGtDEdbHyQ,0.5994,0.262,0.0,0.738,53
248,CNN,Wed Mar 07 17:21:06 +0000 2018,Uber says it has started using self-driving trucks to haul freight in Arizona https://t.co/jZ0bzj4rKy https://t.co/KdpaF94QtA,0.0,0.0,0.0,1.0,52
249,CNN,Wed Mar 07 17:15:14 +0000 2018,"Attorney General Jeff Sessions takes his war against sanctuary cities to California, announcing a federal lawsuit a… https://t.co/OTCz5W5hzb",-0.7003,0.0,0.279,0.721,51
